id,title,authors,link,tags,originally_announced_at
3437,Effective Multi-User Delay-Constrained Scheduling with Deep Recurrent Reinforcement Learning,"['Pihe Hu', 'Ling Pan', 'Yu Chen', 'Zhixuan Fang', 'Longbo Huang']",https://arxiv.org/abs/2208.14074,"['cs.LG', 'cs.NI']","Submitted 30 August, 2022; 
      originally announced August 2022."
3438,RecLight: A Recurrent Neural Network Accelerator with Integrated Silicon Photonics,"['Febin Sunny', 'Mahdi Nikdast', 'Sudeep Pasricha']",https://arxiv.org/abs/2209.00084,"['cs.LG', 'cs.AR', 'cs.NE']","Submitted 31 August, 2022; 
      originally announced September 2022."
3439,Recurrent LSTM-based UAV Trajectory Prediction with ADS-B Information,"['Yifan Zhang', 'Ziye Jia', 'Chao Dong', 'Yuntian Liu', 'Lei Zhang', 'Qihui Wu']",https://arxiv.org/abs/2209.00436,['eess.SP'],"Submitted 1 September, 2022; 
      originally announced September 2022."
3440,Classification of Electroencephalograms during Mathematical Calculations Using Deep Learning,"['Umang Goenka', 'Param Patil', 'Kush Gosalia', 'Aaryan Jagetia']",https://arxiv.org/abs/2209.00627,"['q-bio.NC', 'cs.LG']","Submitted 31 August, 2022; 
      originally announced September 2022."
3441,Tree-Based Learning in RNNs for Power Consumption Forecasting,"['Roberto Baviera', 'Pietro Manzoni']",https://arxiv.org/abs/2209.01378,"['cs.LG', 'eess.SP', 'q-fin.ST']","Submitted 3 September, 2022; 
      originally announced September 2022."
3442,Symplectically Integrated Symbolic Regression of Hamiltonian Dynamical Systems,"['Daniel M. DiPietro', 'Bo Zhu']",https://arxiv.org/abs/2209.01521,['cs.LG'],"Submitted 3 September, 2022; 
      originally announced September 2022."
3443,Features Fusion Framework for Multimodal Irregular Time-series Events,"['Peiwang Tang', 'Xianchao Zhang']",https://arxiv.org/abs/2209.01728,['cs.AI'],"Submitted 4 September, 2022; 
      originally announced September 2022."
3444,Cerberus: Exploring Federated Prediction of Security Events,"['Mohammad Naseri', 'Yufei Han', 'Enrico Mariconti', 'Yun Shen', 'Gianluca Stringhini', 'Emiliano De Cristofaro']",https://arxiv.org/abs/2209.03050,"['cs.CR', 'cs.AI']","Submitted 7 September, 2022; 
      originally announced September 2022."
3445,Modular Federated Learning,"['Kuo-Yun Liang', 'Abhishek Srinivasan', 'Juan Carlos Andresen']",https://arxiv.org/abs/2209.03090,['cs.LG'],"Submitted 7 September, 2022; 
      originally announced September 2022."
3446,Simpler is better: Multilevel Abstraction with Graph Convolutional Recurrent Neural Network Cells for Traffic Prediction,"['Naghmeh Shafiee Roudbari', 'Zachary Patterson', 'Ursula Eicker', 'Charalambos Poullis']",https://arxiv.org/abs/2209.03858,"['cs.LG', 'cs.CV']","Submitted 8 September, 2022; 
      originally announced September 2022."
3447,Streaming Target-Speaker ASR with Neural Transducer,"['Takafumi Moriya', 'Hiroshi Sato', 'Tsubasa Ochiai', 'Marc Delcroix', 'Takahiro Shinozaki']",https://arxiv.org/abs/2209.04175,"['eess.AS', 'cs.SD']","Submitted 19 September, 2022; v1 submitted 9 September, 2022;
      originally announced September 2022."
3448,Autoencoder Based Iterative Modeling and Multivariate Time-Series Subsequence Clustering Algorithm,"['Jonas Köhne', 'Lars Henning', 'Clemens Gühmann']",https://arxiv.org/abs/2209.04213,"['eess.SP', 'cs.LG']","Submitted 23 September, 2022; v1 submitted 9 September, 2022;
      originally announced September 2022."
3449,FP8 Formats for Deep Learning,"['Paulius Micikevicius', 'Dusan Stosic', 'Neil Burgess', 'Marius Cornea', 'Pradeep Dubey', 'Richard Grisenthwaite', 'Sangwon Ha', 'Alexander Heinecke', 'Patrick Judd', 'John Kamalu', 'Naveen Mellempudi', 'Stuart Oberman', 'Mohammad Shoeybi', 'Michael Siu', 'Hao Wu']",https://arxiv.org/abs/2209.05433,['cs.LG'],"Submitted 29 September, 2022; v1 submitted 12 September, 2022;
      originally announced September 2022."
3450,Streaming End-to-End Multilingual Speech Recognition with Joint Language Identification,"['Chao Zhang', 'Bo Li', 'Tara Sainath', 'Trevor Strohman', 'Sepand Mavandadi', 'Shuo-yiin Chang', 'Parisa Haghani']",https://arxiv.org/abs/2209.06058,"['eess.AS', 'cs.CL']","Submitted 13 September, 2022; 
      originally announced September 2022."
3451,Physically recurrent neural networks for path-dependent heterogeneous materials: embedding constitutive models in a data-driven surrogate,"['M. A. Maia', 'I. B. C. M. Rocha', 'P. Kerfriden', 'F. P. van der Meer']",https://arxiv.org/abs/2209.07320,"['math.NA', 'cs.CE']","Submitted 15 September, 2022; 
      originally announced September 2022."
3452,Continual Learning with Dependency Preserving Hypernetworks,"['Dupati Srikar Chandra', 'Sakshi Varshney', 'P. K. Srijith', 'Sunil Gupta']",https://arxiv.org/abs/2209.07712,"['cs.LG', 'cs.CV']","Submitted 16 September, 2022; 
      originally announced September 2022."
3453,"Batch Layer Normalization, A new normalization layer for CNNs and RNN","['Amir Ziaee', 'Erion Çano']",https://arxiv.org/abs/2209.08898,"['cs.LG', 'cs.AI', 'cs.NE']","Submitted 19 September, 2022; 
      originally announced September 2022."
3454,Image Classification using Sequence of Pixels,['Gajraj Kuldeep'],https://arxiv.org/abs/2209.11495,"['eess.IV', 'cs.LG']","Submitted 23 September, 2022; 
      originally announced September 2022."
3455,A Deep Investigation of RNN and Self-attention for the Cyrillic-Traditional Mongolian Bidirectional Conversion,"['Muhan Na', 'Rui Liu', 'Feilong', 'Guanglai Gao']",https://arxiv.org/abs/2209.11963,"['cs.CL', 'cs.AI']","Submitted 24 September, 2022; 
      originally announced September 2022."
3456,Asset Pricing and Deep Learning,['Chen Zhang'],https://arxiv.org/abs/2209.12014,"['q-fin.ST', 'cs.LG', 'q-fin.PR']","Submitted 24 September, 2022; 
      originally announced September 2022."
3457,Towards Stable Co-saliency Detection and Object Co-segmentation,"['Bo Li', 'Lv Tang', 'Senyun Kuang', 'Mofei Song', 'Shouhong Ding']",https://arxiv.org/abs/2209.12138,['cs.CV'],"Submitted 1 October, 2022; v1 submitted 24 September, 2022;
      originally announced September 2022."
3458,Deep Learning-Based Sentiment Analysis of COVID-19 Vaccination Responses from Twitter Data,"['Kazi Nabiul Alam', 'Md Shakib Khan', 'Abdur Rab Dhruba', 'Mohammad Monirujjaman Khan', 'Jehad F. Al-Amri', 'Mehedi Masud', 'Majdi Rawashdeh']",https://arxiv.org/abs/2209.12604,"['cs.CL', 'cs.SI']","Submitted 26 August, 2022; 
      originally announced September 2022."
3459,"A Case Report On The ""A.I. Locked-In Problem"": social concerns with modern NLP",['Yoshija Walter'],https://arxiv.org/abs/2209.12687,"['cs.CL', 'cs.CY']","Submitted 22 September, 2022; 
      originally announced September 2022."
3460,When Handcrafted Features and Deep Features Meet Mismatched Training and Test Sets for Deepfake Detection,"['Ying Xu', 'Sule Yildirim Yayilgan']",https://arxiv.org/abs/2209.13289,"['cs.CV', 'cs.LG']","Submitted 27 September, 2022; 
      originally announced September 2022."
3461,Breaking Time Invariance: Assorted-Time Normalization for RNNs,"['Cole Pospisil', 'Vasily Zadorozhnyy', 'Qiang Ye']",https://arxiv.org/abs/2209.14439,['cs.LG'],"Submitted 28 September, 2022; 
      originally announced September 2022."
3462,ConvRNN-T: Convolutional Augmented Recurrent Neural Network Transducers for Streaming Speech Recognition,"['Martin Radfar', 'Rohit Barnwal', 'Rupak Vignesh Swaminathan', 'Feng-Ju Chang', 'Grant P. Strimel', 'Nathan Susanj', 'Athanasios Mouchtaris']",https://arxiv.org/abs/2209.14868,"['cs.SD', 'cs.CL', 'eess.AS']","Submitted 29 September, 2022; 
      originally announced September 2022."
3463,Music Source Separation with Band-split RNN,"['Yi Luo', 'Jianwei Yu']",https://arxiv.org/abs/2209.15174,"['eess.AS', 'cs.LG', 'cs.SD', 'eess.SP']","Submitted 29 September, 2022; 
      originally announced September 2022."
3464,Sparse tree-based initialization for neural networks,"['Patrick Lutz', 'Ludovic Arnould', 'Claire Boyer', 'Erwan Scornet']",https://arxiv.org/abs/2209.15283,"['stat.ML', 'cs.LG']","Submitted 30 September, 2022; 
      originally announced September 2022."
3465,Deep Recurrent Q-learning for Energy-constrained Coverage with a Mobile Robot,"['Aaron Zellner', 'Ayan Dutta', 'Iliya Kulbaka', 'Gokarna Sharma']",https://arxiv.org/abs/2210.00327,"['cs.RO', 'cs.LG', 'cs.NE']","Submitted 1 October, 2022; 
      originally announced October 2022."
3466,"A Comparison of Transformer, Convolutional, and Recurrent Neural Networks on Phoneme Recognition","['Kyuhong Shim', 'Wonyong Sung']",https://arxiv.org/abs/2210.00367,"['eess.AS', 'cs.CL']","Submitted 1 October, 2022; 
      originally announced October 2022."
3467,An Embarrassingly Simple Approach for Intellectual Property Rights Protection on Recurrent Neural Networks,"['Zhi Qin Tan', 'Hao Shan Wong', 'Chee Seng Chan']",https://arxiv.org/abs/2210.00743,"['cs.CL', 'cs.CR']","Submitted 3 October, 2022; v1 submitted 3 October, 2022;
      originally announced October 2022."
3468,Multi-Wavelength Photonic Neuromorphic Computing for Intra and Inter-Channel Distortion Compensations in WDM Optical Communication Systems,"['Benshan Wang', 'Thomas Ferreira de Lima', 'Bhavin J Shastri', 'Paul R Prucnal', 'Chaoran Huang']",https://arxiv.org/abs/2210.00930,"['physics.optics', 'cs.ET', 'physics.app-ph']","Submitted 3 October, 2022; 
      originally announced October 2022."
3469,Random orthogonal additive filters: a solution to the vanishing/exploding gradient of deep neural networks,['Andrea Ceni'],https://arxiv.org/abs/2210.01245,"['cs.LG', 'cs.AI', 'math.DS', 'math.NA']","Submitted 3 October, 2022; 
      originally announced October 2022."
3470,Enhancing Spatiotemporal Prediction Model using Modular Design and Beyond,"['Haoyu Pan', 'Hao Wu', 'Tan Yang']",https://arxiv.org/abs/2210.01500,"['cs.CV', 'cs.AI']","Submitted 4 October, 2022; 
      originally announced October 2022."
3471,Public Transit Arrival Prediction: a Seq2Seq RNN Approach,"['Nancy Bhutani', 'Soumen Pachal', 'Avinash Achar']",https://arxiv.org/abs/2210.01655,"['cs.LG', 'cs.AI']","Submitted 4 October, 2022; 
      originally announced October 2022."
3472,STGIN: A Spatial Temporal Graph-Informer Network for Long Sequence Traffic Speed Forecasting,"['Ruikang Luo', 'Yaofeng Song', 'Liping Huang', 'Yicheng Zhang', 'Rong Su']",https://arxiv.org/abs/2210.01799,"['cs.LG', 'cs.AI']","Submitted 1 October, 2022; 
      originally announced October 2022."
3473,DreamShard: Generalizable Embedding Table Placement for Recommender Systems,"['Daochen Zha', 'Louis Feng', 'Qiaoyu Tan', 'Zirui Liu', 'Kwei-Herng Lai', 'Bhargav Bhushanam', 'Yuandong Tian', 'Arun Kejariwal', 'Xia Hu']",https://arxiv.org/abs/2210.02023,['cs.LG'],"Submitted 5 October, 2022; 
      originally announced October 2022."
3474,Goal Recognition as a Deep Learning Task: the GRNet Approach,"['Mattia Chiari', 'Alfonso E. Gerevini', 'Luca Putelli', 'Francesco Percassi', 'Ivan Serina']",https://arxiv.org/abs/2210.02377,"['cs.AI', 'cs.LG']","Submitted 25 October, 2022; v1 submitted 5 October, 2022;
      originally announced October 2022."
3475,See and Copy: Generation of complex compositional movements from modular and geometric RNN representations,"['Sunny Duan', 'Mikail Khona', 'Adrian Bertagnoli', 'Sarthak Chandra', 'Ila Fiete']",https://arxiv.org/abs/2210.02521,['q-bio.NC'],"Submitted 5 October, 2022; 
      originally announced October 2022."
3476,Benchmarking Learning Efficiency in Deep Reservoir Computing,"['Hugo Cisneros', 'Josef Sivic', 'Tomas Mikolov']",https://arxiv.org/abs/2210.02549,['cs.LG'],"Submitted 29 September, 2022; 
      originally announced October 2022."
3477,Conformal Isometry of Lie Group Representation in Recurrent Network of Grid Cells,"['Dehong Xu', 'Ruiqi Gao', 'Wen-Hao Zhang', 'Xue-Xin Wei', 'Ying Nian Wu']",https://arxiv.org/abs/2210.02684,"['q-bio.NC', 'cs.LG', 'stat.ML']","Submitted 7 November, 2022; v1 submitted 6 October, 2022;
      originally announced October 2022."
3478,PCAE: A Framework of Plug-in Conditional Auto-Encoder for Controllable Text Generation,"['Haoqin Tu', 'Zhongliang Yang', 'Jinshuai Yang', 'Siyu Zhang', 'Yongfeng Huang']",https://arxiv.org/abs/2210.03496,['cs.CL'],"Submitted 7 October, 2022; 
      originally announced October 2022."
3479,Machine Learning Meets The Herbrand Universe,"['Jelle Piepenbrock', 'Josef Urban', 'Konstantin Korovin', 'Miroslav Olšák', 'Tom Heskes', 'Mikolaš Janota']",https://arxiv.org/abs/2210.03590,"['cs.LG', 'cs.AI', 'cs.LO']","Submitted 7 October, 2022; 
      originally announced October 2022."
3480,KAST: Knowledge Aware Adaptive Session Multi-Topic Network for Click-Through Rate Prediction,"['Dike Sun', 'Kai Liu', 'ShengKai Yang']",https://arxiv.org/abs/2210.03624,['cs.IR'],"Submitted 7 October, 2022; 
      originally announced October 2022."
3481,Kernel-based Substructure Exploration for Next POI Recommendation,"['Wei Ju', 'Yifang Qin', 'Ziyue Qiao', 'Xiao Luo', 'Yifan Wang', 'Yanjie Fu', 'Ming Zhang']",https://arxiv.org/abs/2210.03969,"['cs.LG', 'cs.AI', 'cs.IR', 'cs.SI']","Submitted 8 October, 2022; 
      originally announced October 2022."
3482,Multi-Task Dynamical Systems,"['Alex Bird', 'Christopher K. I. Williams', 'Christopher Hawthorne']",https://arxiv.org/abs/2210.04023,['cs.LG'],"Submitted 8 October, 2022; 
      originally announced October 2022."
3483,Predicting Blossom Date of Cherry Tree With Support Vector Machine and Recurrent Neural Network,"['Hongyi Zheng', 'Yanyu Chen', 'Zihan Zhang']",https://arxiv.org/abs/2210.04406,['cs.LG'],"Submitted 9 October, 2022; 
      originally announced October 2022."
3484,Characterization of anomalous diffusion through convolutional transformers,"['Nicolás Firbas', 'Òscar Garibo-i-Orts', 'Miguel Ángel Garcia-March', 'J. Alberto Conejero']",https://arxiv.org/abs/2210.04959,['cs.LG'],"Submitted 10 October, 2022; 
      originally announced October 2022."
3485,On Scrambling Phenomena for Randomly Initialized Recurrent Networks,"['Vaggos Chatziafratis', 'Ioannis Panageas', 'Clayton Sanford', 'Stelios Andrew Stavroulakis']",https://arxiv.org/abs/2210.05212,"['cs.LG', 'cs.AI']","Submitted 11 October, 2022; 
      originally announced October 2022."
3486,An Experimental Study on Private Aggregation of Teacher Ensemble Learning for End-to-End Speech Recognition,"['Chao-Han Huck Yang', 'I-Fan Chen', 'Andreas Stolcke', 'Sabato Marco Siniscalchi', 'Chin-Hui Lee']",https://arxiv.org/abs/2210.05614,"['cs.SD', 'cs.LG', 'cs.NE', 'eess.AS']","Submitted 13 October, 2022; v1 submitted 11 October, 2022;
      originally announced October 2022."
3487,Comparison of Soft and Hard Target RNN-T Distillation for Large-scale ASR,"['Dongseong Hwang', 'Khe Chai Sim', 'Yu Zhang', 'Trevor Strohman']",https://arxiv.org/abs/2210.05793,"['cs.LG', 'cs.CL', 'cs.SD', 'eess.AS']","Submitted 28 October, 2022; v1 submitted 11 October, 2022;
      originally announced October 2022."
3488,Predictive Querying for Autoregressive Neural Sequence Models,"['Alex Boyd', 'Sam Showalter', 'Stephan Mandt', 'Padhraic Smyth']",https://arxiv.org/abs/2210.06464,"['cs.LG', 'cs.AI']","Submitted 4 November, 2022; v1 submitted 12 October, 2022;
      originally announced October 2022."
3489,Wasserstein Barycenter-based Model Fusion and Linear Mode Connectivity of Neural Networks,"['Aditya Kumar Akash', 'Sixu Li', 'Nicolás García Trillos']",https://arxiv.org/abs/2210.06671,['cs.LG'],"Submitted 12 October, 2022; 
      originally announced October 2022."
3490,GA-SAM: Gradient-Strength based Adaptive Sharpness-Aware Minimization for Improved Generalization,"['Zhiyuan Zhang', 'Ruixuan Luo', 'Qi Su', 'Xu Sun']",https://arxiv.org/abs/2210.06895,['cs.LG'],"Submitted 13 October, 2022; 
      originally announced October 2022."
3491,Accelerating RNN-based Speech Enhancement on a Multi-Core MCU with Mixed FP16-INT8 Post-Training Quantization,"['Manuele Rusci', 'Marco Fariselli', 'Martin Croome', 'Francesco Paci', 'Eric Flamand']",https://arxiv.org/abs/2210.07692,"['cs.SD', 'cs.LG', 'eess.AS', 'eess.SY']","Submitted 14 October, 2022; 
      originally announced October 2022."
3492,Old can be Gold: Better Gradient Flow can Make Vanilla-GCNs Great Again,"['Ajay Jaiswal', 'Peihao Wang', 'Tianlong Chen', 'Justin F. Rousseau', 'Ying Ding', 'Zhangyang Wang']",https://arxiv.org/abs/2210.08122,"['cs.LG', 'cs.SI']","Submitted 14 October, 2022; 
      originally announced October 2022."
3493,Extreme-Long-short Term Memory for Time-series Prediction,"['Sida Xing', 'Feihu Han', 'Suiyang Khoo']",https://arxiv.org/abs/2210.08244,['cs.LG'],"Submitted 15 October, 2022; 
      originally announced October 2022."
3494,LAD: A Hybrid Deep Learning System for Benign Paroxysmal Positional Vertigo Disorders Diagnostic,"['Trung Xuan Pham', 'Jin Woong Choi', 'Rusty John Lloyd Mina', 'Thanh Nguyen', 'Sultan Rizky Madjid', 'Chang Dong Yoo']",https://arxiv.org/abs/2210.08282,['cs.CV'],"Submitted 15 October, 2022; 
      originally announced October 2022."
3495,"Revisiting the Roles of ""Text"" in Text Games","['Yi Gu', 'Shunyu Yao', 'Chuang Gan', 'Joshua B. Tenenbaum', 'Mo Yu']",https://arxiv.org/abs/2210.08384,"['cs.CL', 'cs.LG']","Submitted 15 October, 2022; 
      originally announced October 2022."
3496,Temporal-Spatial dependencies ENhanced deep learning model (TSEN) for household leverage series forecasting,"['Hu Yang', 'Yi Huang', 'Haijun Wang', 'Yu Chen']",https://arxiv.org/abs/2210.08668,"['cs.LG', 'stat.ML']","Submitted 16 October, 2022; 
      originally announced October 2022."
3497,Gated Recurrent Unit for Video Denoising,"['Kai Guo', 'Seungwon Choi', 'Jongseong Choi']",https://arxiv.org/abs/2210.09135,"['cs.CV', 'eess.IV']","Submitted 17 October, 2022; 
      originally announced October 2022."
3498,Sub-8-bit quantization for on-device speech recognition: a regularization-free approach,"['Kai Zhen', 'Martin Radfar', 'Hieu Duy Nguyen', 'Grant P. Strimel', 'Nathan Susanj', 'Athanasios Mouchtaris']",https://arxiv.org/abs/2210.09188,"['cs.SD', 'cs.LG', 'eess.AS']","Submitted 1 November, 2022; v1 submitted 17 October, 2022;
      originally announced October 2022."
3499,Split-KalmanNet: A Robust Model-Based Deep Learning Approach for SLAM,"['Geon Choi', 'Jeonghun Park', 'Nir Shlezinger', 'Yonina C. Eldar', 'Namyoon Lee']",https://arxiv.org/abs/2210.09636,"['eess.SP', 'cs.LG', 'cs.RO']","Submitted 18 October, 2022; 
      originally announced October 2022."
3500,Analysis of Smooth Pursuit Assessment in Virtual Reality and Concussion Detection using BiLSTM,"['Prithul Sarker', 'Khondker Fariha Hossain', 'Isayas Berhe Adhanom', 'Philip K Pavilionis', 'Nicholas G. Murray', 'Alireza Tavakkoli']",https://arxiv.org/abs/2210.11238,"['physics.med-ph', 'cs.AI', 'eess.IV']","Submitted 12 October, 2022; 
      originally announced October 2022."
3501,Doctors Handwritten Prescription Recognition System In Multi Language Using Deep Learning,"['Pavithiran G', 'Sharan Padmanabhan', 'Nuvvuru Divya', 'Aswathy V', 'Irene Jerusha P', 'Chandar B']",https://arxiv.org/abs/2210.11666,"['cs.CV', 'cs.LG', 'cs.NE']","Submitted 20 October, 2022; 
      originally announced October 2022."
3502,Sample Efficient Robot Learning with Structured World Models,"['Tuluhan Akbulut', 'Max Merlin', 'Shane Parr', 'Benedict Quartey', 'Skye Thompson']",https://arxiv.org/abs/2210.12278,"['cs.RO', 'cs.AI']","Submitted 21 October, 2022; 
      originally announced October 2022."
3503,Recurrence Boosts Diversity! Revisiting Recurrent Latent Variable in Transformer-Based Variational AutoEncoder for Diverse Text Generation,"['Jinyi Hu', 'Xiaoyuan Yi', 'Wenhao Li', 'Maosong Sun', 'Xing Xie']",https://arxiv.org/abs/2210.12409,['cs.CL'],"Submitted 23 November, 2022; v1 submitted 22 October, 2022;
      originally announced October 2022."
3504,Hybrid Reinforced Medical Report Generation with M-Linear Attention and Repetition Penalty,"['Wenting Xu', 'Zhenghua Xu', 'Junyang Chen', 'Chang Qi', 'Thomas Lukasiewicz']",https://arxiv.org/abs/2210.13729,"['cs.AI', 'cs.CL', 'cs.CV']","Submitted 14 October, 2022; 
      originally announced October 2022."
3505,Improving Chest X-Ray Classification by RNN-based Patient Monitoring,"['David Biesner', 'Helen Schneider', 'Benjamin Wulff', 'Ulrike Attenberger', 'Rafet Sifa']",https://arxiv.org/abs/2210.16074,"['cs.LG', 'cs.CV']","Submitted 28 October, 2022; 
      originally announced October 2022."
3506,Contextual-Utterance Training for Automatic Speech Recognition,"['Alejandro Gomez-Alanis', 'Lukas Drude', 'Andreas Schwarz', 'Rupak Vignesh Swaminathan', 'Simon Wiesler']",https://arxiv.org/abs/2210.16238,"['eess.AS', 'cs.LG', 'cs.SD', 'eess.SP']","Submitted 27 October, 2022; 
      originally announced October 2022."
3507,Accelerating RNN-T Training and Inference Using CTC guidance,"['Yongqiang Wang', 'Zhehuai Chen', 'Chengjian Zheng', 'Yu Zhang', 'Wei Han', 'Parisa Haghani']",https://arxiv.org/abs/2210.16481,"['eess.AS', 'cs.CL', 'cs.SD']","Submitted 28 October, 2022; 
      originally announced October 2022."
3508,Partitioned Gradient Matching-based Data Subset Selection for Compute-Efficient Robust ASR Training,"['Ashish Mittal', 'Durga Sivasubramanian', 'Rishabh Iyer', 'Preethi Jyothi', 'Ganesh Ramakrishnan']",https://arxiv.org/abs/2210.16892,['cs.LG'],"Submitted 30 October, 2022; 
      originally announced October 2022."
3509,GNN at the Edge: Cost-Efficient Graph Neural Network Processing over Distributed Edge Servers,"['Liekang Zeng', 'Chongyu Yang', 'Peng Huang', 'Zhi Zhou', 'Shuai Yu', 'Xu Chen']",https://arxiv.org/abs/2210.17281,"['cs.DC', 'cs.LG', 'cs.NI', 'cs.SI']","Submitted 31 October, 2022; 
      originally announced October 2022."
3510,Spam Review Detection Using Deep Learning,"['G. M. Shahariar', 'Swapnil Biswas', 'Faiza Omar', 'Faisal Muhammad Shah', 'Samiha Binte Hassan']",https://arxiv.org/abs/2211.01675,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 3 November, 2022; 
      originally announced November 2022."
3511,Minimum Latency Training of Sequence Transducers for Streaming End-to-End Speech Recognition,"['Yusuke Shinohara', 'Shinji Watanabe']",https://arxiv.org/abs/2211.02333,"['eess.AS', 'cs.CL', 'cs.SD']","Submitted 4 November, 2022; 
      originally announced November 2022."
3512,An Improved Time Feedforward Connections Recurrent Neural Networks,"['Jin Wang', 'Yongsong Zou', 'Se-Jung Lim']",https://arxiv.org/abs/2211.02561,"['cs.NE', 'cs.LG']","Submitted 3 November, 2022; 
      originally announced November 2022."
3513,Reservoir Computing via Quantum Recurrent Neural Networks,"['Samuel Yen-Chi Chen', 'Daniel Fry', 'Amol Deshmukh', 'Vladimir Rastunkov', 'Charlee Stefanski']",https://arxiv.org/abs/2211.02612,"['cs.NE', 'cs.LG', 'quant-ph']","Submitted 4 November, 2022; 
      originally announced November 2022."
3514,Parallel Attention Forcing for Machine Translation,"['Qingyun Dou', 'Mark Gales']",https://arxiv.org/abs/2211.03237,['cs.CL'],"Submitted 6 November, 2022; 
      originally announced November 2022."
3515,Multi-blank Transducers for Speech Recognition,"['Hainan Xu', 'Fei Jia', 'Somshubra Majumdar', 'Shinji Watanabe', 'Boris Ginsburg']",https://arxiv.org/abs/2211.03541,"['eess.AS', 'cs.LG', 'cs.SD']","Submitted 4 November, 2022; 
      originally announced November 2022."
3516,FinBERT-LSTM: Deep Learning based stock price prediction using News Sentiment Analysis,['Shayan Halder'],https://arxiv.org/abs/2211.07392,"['q-fin.ST', 'cs.LG']","Submitted 11 November, 2022; 
      originally announced November 2022."
3517,Learning to Control Rapidly Changing Synaptic Connections: An Alternative Type of Memory in Sequence Processing Artificial Neural Networks,"['Kazuki Irie', 'Jürgen Schmidhuber']",https://arxiv.org/abs/2211.09440,"['cs.NE', 'cs.LG']","Submitted 17 November, 2022; 
      originally announced November 2022."
3518,Generative Adversarial Training Can Improve Neural Language Models,"['Sajad Movahedi', 'Azadeh Shakery']",https://arxiv.org/abs/2211.09728,"['cs.CL', 'cs.LG']","Submitted 2 November, 2022; 
      originally announced November 2022."
3519,On the Multidimensional Augmentation of Fingerprint Data for Indoor Localization in A Large-Scale Building Complex Based on Multi-Output Gaussian Process,"['Zhe Tang', 'Sihao Li', 'Kyeong Soo Kim', 'Jeremy Smith']",https://arxiv.org/abs/2211.10642,"['cs.NI', 'cs.LG']","Submitted 19 November, 2022; 
      originally announced November 2022."
3520,Spatio-temporal point processes with deep non-stationary kernels,"['Zheng Dong', 'Xiuyuan Cheng', 'Yao Xie']",https://arxiv.org/abs/2211.11179,"['cs.LG', 'stat.ML']","Submitted 20 November, 2022; 
      originally announced November 2022."
3521,LSTM based models stability in the context of Sentiment Analysis for social media,"['Bousselham El Haddaoui', 'Raddouane Chiheb', 'Rdouan Faizi', 'Abdellatif El Afia']",https://arxiv.org/abs/2211.11246,"['cs.LG', 'cs.CL', 'cs.IR']","Submitted 21 November, 2022; 
      originally announced November 2022."
3522,3D Detection and Characterisation of ALMA Sources through Deep Learning,"['Michele Delli Veneri', 'Lukasz Tychoniec', 'Fabrizia Guglielmetti', 'Giuseppe Longo', 'Eric Villard']",https://arxiv.org/abs/2211.11462,"['astro-ph.IM', 'astro-ph.GA', 'cs.CV', 'cs.LG']","Submitted 21 November, 2022; 
      originally announced November 2022."
3523,SEAT: Stable and Explainable Attention,"['Lijie Hu', 'Yixin Liu', 'Ninghao Liu', 'Mengdi Huai', 'Lichao Sun', 'Di Wang']",https://arxiv.org/abs/2211.13290,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 23 November, 2022; 
      originally announced November 2022."
3524,GraphPNAS: Learning Distribution of Good Neural Architectures via Deep Graph Generative Models,"['Muchen Li', 'Jeffrey Yunfan Liu', 'Leonid Sigal', 'Renjie Liao']",https://arxiv.org/abs/2211.15155,"['cs.LG', 'cs.AI']","Submitted 28 November, 2022; 
      originally announced November 2022."
3525,DeepParliament: A Legal domain Benchmark & Dataset for Parliament Bills Prediction,['Ankit Pal'],https://arxiv.org/abs/2211.15424,"['cs.CL', 'cs.IR', 'cs.LG']","Submitted 14 November, 2022; 
      originally announced November 2022."
3526,"Metric entropy of causal, discrete-time LTI systems","['Clemens Hutter', 'Thomas Allard', 'Helmut Bölcskei']",https://arxiv.org/abs/2211.15466,"['math.DS', 'cs.IT']","Submitted 28 November, 2022; 
      originally announced November 2022."
3527,Optimizing Stock Option Forecasting with the Assembly of Machine Learning Models and Improved Trading Strategies,"['Zheng Cao', 'Raymond Guo', 'Wenyu Du', 'Jiayi Gao', 'Kirill V. Golubnichiy']",https://arxiv.org/abs/2211.15912,"['q-fin.CP', 'cs.LG']","Submitted 28 November, 2022; 
      originally announced November 2022."
3528,Learning and Understanding a Disentangled Feature Representation for Hidden Parameters in Reinforcement Learning,"['Christopher Reale', 'Rebecca Russell']",https://arxiv.org/abs/2211.16315,['cs.LG'],"Submitted 29 November, 2022; 
      originally announced November 2022."
3529,Symmetry Detection in Trajectory Data for More Meaningful Reinforcement Learning Representations,"[""Marissa D'Alonzo"", 'Rebecca Russell']",https://arxiv.org/abs/2211.16381,"['cs.LG', 'cs.AI', 'cs.RO']","Submitted 29 November, 2022; 
      originally announced November 2022."
3530,Exploring the Long-Term Generalization of Counting Behavior in RNNs,"['Nadine El-Naggar', 'Pranava Madhyastha', 'Tillman Weyde']",https://arxiv.org/abs/2211.16429,"['cs.NE', 'cs.FL', 'cs.LG']","Submitted 29 November, 2022; 
      originally announced November 2022."
